item_id,content
112A21,"78歳の男性。4日前に肺癌のため右上葉切除術およびリンパ節郭清術を受けて入院中である。術後経過は順調だが、胸腔ドレーンはわずかな空気漏れがあり排液はやや血性のため留置している。昨日からせん妄症状がみられている。本日午後9時に患者は就寝していたが、2時間後には覚醒しており胸腔ドレーンが抜けていた。呼吸音に変化はみられず、直ちに胸部エックス線撮影を行ったが、日中に撮影した画像と比較して変化はみられない。SpO2 99％（鼻カニューラ2L/分 酸素投与下）であり、胸腔ドレーン抜去前と比較して低下はみられない。行うべき処置はどれか。
右胸腔穿刺を行う。 | ドレーン刺入部を縫合する。 | 気管挿管下に人工呼吸管理を開始する。 | 抜けた胸腔ドレーンを刺入部から再挿入する。 | 鼻カニューラをマスクに交換し8L/分で酸素を投与する。"
112A24,"69歳の男性。全身倦怠感と食欲不振とを主訴に来院した。2年前に進行胃癌のため胃全摘術を受けた。その後受診をしなかったが、3か月前から倦怠感を自覚し、最近食欲不振が増強して食事摂取量が平常時の1/3以下となったため、不安になり受診した。身長170cm、体重45kg。体温36.2℃。脈拍80/分、整。血圧130/70mmHg。呼吸数14/分。胸部エックス線写真で多発肺転移を認め、腹部CT及び超音波検査で多発肝転移と軽度の腹水貯留とを認めた。悪心、嘔吐、呼吸困難および疼痛を認めず、患者と家族は在宅医療を希望している。今後の方針として適切なのはどれか。
外科的切除 | 抗癌化学療法 | 在宅酸素療法 | 在宅静脈栄養 | ホスピス入院"
112A26,"67歳の女性。不眠を主訴に来院した。1か月前から夜になると両足に虫が這うような不快な感覚を自覚していた。この不快感は安静にしていると増強するが、足を動かすことで軽減する。かかりつけ医からは経過をみるように言われたが良くならず、足を動かしたい欲求が強く寝つけなくなり受診した。四肢の筋トーヌスは正常で筋力低下を認めない。腱反射は正常で、Babinski徴候は陰性である。感覚障害と小脳性運動失調とを認めない。歩行に支障はなく、日常生活動作にも問題はない。血液生化学検査では血清フェリチンを含めて異常を認めない。適切な治療薬はどれか。
β遮断薬 | 筋弛緩薬 | 抗コリン薬 | ドパミン受容体作動薬 | アセチルコリンエステラーゼ阻害薬"
112A3,"高尿酸血症をきたさないのはどれか。
サイアザイド系利尿薬 | Lesch-Nyhan症候群 | 腫瘍崩壊症候群 | Fanconi症候群 | 慢性腎不全"
112A30,"5歳の男児。頭痛と嘔吐とを主訴に両親に連れられて来院した。1か月前から徐々に歩行がふらつくようになった。1週間前から頭痛と嘔吐が出現した。頭痛は早朝起床時に強いという。嘔吐は噴射状に起こるが、嘔吐後、気分不良はすぐに改善し飲食可能となる。意識は清明。体温36.2℃。脈拍92/分、整。血圧116/78mmHg。呼吸数20/分。CT検査のできる総合病院への紹介を検討している。緊急度を判断するために当院でまず行うべき検査はどれか。
脳波 | 眼底検査 | 視野検査 | 脳脊髄液検査 | 頭部エックス線撮影"
112A32,"7歳の女児。3歳でオムツが取れたにもかかわらず、下着が常に少し濡れていることを主訴に来院した。本人は「お漏らしはしていない」と言う。静脈性尿路造影では両側に完全重複腎盂尿管を認める。膀胱鏡検査で右側に2個、左側に1個の尿管口を認める。尿失禁の原因はどれか。
下大静脈後尿管 | 後部尿道弁 | 尿管異所開口 | 尿管瘤 | 膀胱尿管逆流"
112A37,"49歳の男性。高熱を主訴に来院した。3日前からの発熱、咳嗽および膿性痰のために受診した。既往歴に特記すべきことはない。意識は清明。体温39.5℃。脈拍116/分、整。血圧128/82mmHg。呼吸数24/分。右肺にcoarse cracklesを聴取する。血液所見：白血球19,200（桿状核好中球4 ％、分葉核好中球84 ％、単球2％、リンパ球10％）。血液生化学所見：AST 48U/L、ALT 42U/L。CRP 19.8mg/dL。腎機能は正常である。胸部エックス線写真で右下肺野に浸潤影を認める。急性肺炎と診断し、入院させてスルバクタム・アンピシリン合剤の投与を開始することにした。1日の投与量を同一とした場合、この患者に対する投与方法として最も適切なのはどれか。
1回経口投与 | 1回筋注 | 1回点滴静注 | 2回点滴静注 | 3回点滴静注"
112A39,"56歳の男性。肝臓の腫瘤性病変の精査のため入院中である。C型肝炎の経過観察中に行った腹部超音波検査で肝臓に腫瘤性病変が見つかったため入院した。入院後に腹部造影CTを施行したところ、入院時1.1mg/dLであった血清クレアチニン値が造影検査後2日目に3.0mg/dLに上昇した。入院後に新たな薬剤投与はなく、食事は毎日全量摂取できており、体重は安定していた。体温、脈拍、血圧、呼吸数ともに正常範囲で、排尿回数も5、6回/日で変わらなかった。造影検査後2日目の検査所見：尿所見：蛋白（-）、糖（-）、潜血（-）、沈渣に赤血球1〜4/1視野、白血球1〜4/1視野。血液所見：赤血球302万、Hb 10.4g/dL、Ht 31％、白血球4,600、血小板16万。血液生化学所見：総ビリルビン1.4mg/dL、直接ビリルビン0.8mg/dL、AST 45U/L、ALT 62U/L、LD 360U/L（基準176〜353）、ALP 380U/L（基準115〜359）、γ-GTP 110U/L（基準8〜50）、尿素窒素43mg/dL、クレアチニン3.0mg/L、尿酸8.8mg/dL、Na 136mEq/L、K 5.2mEq/L、Cl 100mEq/L、Ca 8.2mg/dL、P 6.2mg/dL。CRP 0.3mg/dL。腹部超音波検査では両腎に水腎症を認めない。対応として正しいのはどれか。
緊急血液透析 | 経時的な腎機能評価 | 尿道カテーテル留置 | 腹部造影CTの再施行 | 動静脈シャント造設術の準備"
112A4,"腸管出血性大腸菌感染症と診断された場合に正しいのはどれか。
入院勧告の対象となる。 | 届出は一週間以内に行う。 | 届出先は市町村長である。 | 医療費は全額公費負担となる。 | 児童の場合は出席停止となる。"
112A42,"27歳の女性。突然起こる動悸や息苦しさを主訴に来院した。約1か月前、出勤時の電車内で突然、動悸と冷や汗が出始め次第に呼吸が荒くなり、「このまま窒息して死んでしまうのではないか」という恐怖感に襲われた。途中の駅で電車を降りたところ、症状は約10分で軽快した。以後も電車の中と自宅で1回ずつ同様の症状があった。心電図を含めた精査を行ったが、異常を認めない。どのような場所にいても「また症状が起きるのではないか」という心配が続いている。このような心配が持続する症状はどれか。
心気妄想 | 自生思考 | 閉所恐怖 | 妄想気分 | 予期不安"
112A44,"54歳の男性。頭痛と視力低下とを主訴に来院した。2年前の冬にRaynaud現象が出現し、1年前に指先に潰瘍が出現したため皮膚科を受診し、全身性強皮症の診断を受けた。仕事が忙しくて半年間病院を受診していなかったが、頭痛と急な視力低下が出現したため来院した。脈拍92/分、整。血圧218/120mmHg。四肢に皮膚硬化を認める。尿所見：蛋白1＋、潜血1＋。血液所見：赤血球250万、Hb 7.5g/dL、Ht 24％、網赤血球3.0％、白血球8,200、血小板5万。血液生化学所見：総蛋白 6.9g/dL、総ビリルビン2.0mg/dL、AST 28U/L、ALT 35U/L、LD 610U/L（基準176〜353）、尿素窒素52mg/dL、クレアチニン4.5mg/dL。眼底検査で視神経乳頭の浮腫を認める。末梢血塗抹標本で破砕赤血球を認める。この患者で認められる所見はどれか。
血清補体低下 | 血清ASO上昇 | 血清M蛋白上昇 | 血漿レニン活性低下 | 血清ハプトグロビン低下"
112A46,"60歳の女性。関節痛を主訴に来院した。2週間前に38℃台の発熱が出現したが、自宅近くの医療機関で解熱薬を処方され、数日で解熱した。1週間前に手指、手関節を中心とした多発関節痛が出現し、持続するため受診した。3週間前に同居している5歳の孫に発熱と顔面紅斑が出現していたという。体温36.5℃。脈拍76/分、整。血圧128/76mmHg。心音と呼吸音とに異常を認めない。両手関節に圧痛を認める。尿所見：蛋白（-）、潜血（-）。血液所見：赤血球320万、Hb 9.8g/dL、Ht 31％、白血球2,900（桿状核好中球10％、分葉核好中球57％、好酸球2％、好塩基球1％、単球3％、リンパ球27％）、血小板12万。血液生化学所見：AST 68U/L、ALT 72U/L、γ-GTP 98U/L（基準8〜50）。免疫血清学所見：CRP 0.5mg/dL、リウマトイド因子〈RF〉陰性、抗核抗体40倍（基準20以下）、CH50 25U/mL（基準30〜40）、C3 45mg/dL（基準52〜112）、C4 12mg/dL（基準16〜51）。診断のために追加して聴取すべき情報として最も重要なのはどれか。
職業歴 | 難聴の有無 | 孫の臨床経過 | 解熱薬の種類 | 陰部潰瘍の有無"
112A47,"25歳の男性。激しい頭痛のために救急車で搬入された。3年前から短時間の動悸を1日2、3回自覚するようになった。半年前、健診で血圧高値を指摘され、その頃から動悸が頻回に出現するようになり、頭痛、前胸部痛および手指の蒼白を伴うようになった。今朝から激しい頭痛があったため救急車を要請した。既往歴に特記すべきことはない。喫煙歴はなく、飲酒は機会飲酒。家族歴として母親に甲状腺髄様癌の罹患歴がある。身長174cm、体重52kg。体温37.5℃。心拍数120/分、整。血圧240/124mmHg。四肢の冷感を認める。項部硬直やjolt accentuationを認めない。腹部超音波検査で左側腹部に径12cmの腫瘤影を認める。心エコー検査と頭部CTとに異常を認めない。高血圧緊急症を疑い、カルシウム拮抗薬の点滴静注を行ったが、その後も頭痛と収縮期血圧が200mmHg以上の高血圧および頻脈が持続している。この時点の対応として正しいのはどれか。
経過観察 | α遮断薬投与 | β遮断薬投与 | アンジオテンシンII受容体拮抗薬投与 | 非ステロイド性抗炎症薬〈NSAIDs〉投与"
112A5,"Mallory-Weiss症候群について正しいのはどれか。
自然治癒する。 | 裂創は横走する。 | 病変は壁全層に及ぶ。 | 胃大彎側に好発する。 | 十二指腸にも病変が存在する。"
112A50,"55歳の女性。黄疸を主訴に自宅近くの医療機関から紹介されて受診した。1年前に血便と腹痛が出現し、大腸内視鏡検査によって潰瘍性大腸炎と診断された。まず副腎皮質ステロイドを投与されたが、効果不十分のため6か月前から抗TNF-α抗体製剤の投与が開始された。1か月前の前医受診時には血便と腹痛はなく、肝機能検査は正常で黄疸もなかったが、1週間前に黄疸が出現した。飲酒は機会飲酒。この6か月間で抗TNF-α抗体製剤以外、新たに開始された薬剤はない。母親と兄がB型肝炎ウイルスのキャリアである。意識は清明。身長152cm、体重45kg。体温36.3℃。脈拍64/分、整。血圧116/60mmHg。眼瞼結膜に貧血を認めない。眼球結膜に軽度の黄染を認める。腹部は平坦、軟で、肝・脾を触知しない。圧痛を認めない。下肢に浮腫を認めない。血液所見：赤血球325万、Hb 11.6g/dL、Ht 31％、白血球4,300、血小板17万、PT-INR 1.2（基準0.9〜1.1）。血液生化学所見：総蛋白6.3g/dL、アルブミン3.8g/dL、ビリルビン4.7mg/dL、直接ビリルビン3.5mg/dL、AST 1,236U/L、ALT 1,202U/L、ALP 352U/L（基準115〜359）、γ-GTP 75U/L（基準8〜50）。1年前の大腸内視鏡検査施行時にはHBs抗原陰性、HCV抗体陰性であったという。診断を確定するために最も重要な血液検査項目はどれか。
IgM型HA抗体 | HBs抗原 | HCV抗体 | IgA型HEV抗体 | 抗核抗体"
112A51,"16歳の男子。呼吸困難のため救急車で搬入された。本日、昼食にパンを食べた後、体育の授業で長距離走をしている最中に全身の痒み、蕁麻疹と呼吸困難が出現したため、養護教諭が救急車を要請した。学校の部活動でサッカーをしているが、練習中や試合中に同様の症状を呈したことはない。また昼食で食べたパンはこれまでにも頻繁に食べているが、同様の症状を呈したことはない。意識は清明。心拍数102/分、整。血圧92/62mmHg。呼吸数24/分。SpO2 99％（マスク5L/分酸素投与下）。前胸部に膨疹を認める。喘鳴を聴取する。適切な治療の後、症状は改善した。この患者の今後の生活指導として適切なのはどれか。
サッカーの禁止 | 長距離走の禁止 | パンの摂取禁止 | 宿泊を伴う校外活動の禁止 | 小麦製品の摂取後2時間の運動禁止"
112A58,"56歳の男性。4か月前から物忘れが目立ち始め、2か月前から怒りっぽくなったため心配した家人に連れられて受診した。意識は清明。身長172cm、体重56kg。体温 36.2℃。脈拍 68/分、整。Mini-Mental State Examination〈MMSE〉は13点（30点満点）で、検査中に数回にわたって「もうやめろ」という発言があった。瞳孔径は両側1mmで対光反射は消失、輻湊反射は保たれており、Argyll Robertson瞳孔を呈している。その他の脳神経に異常を認めない。筋力低下はない。腱反射は四肢で亢進し、Babinski徴候は両側陽性。感覚系と小脳系とに異常を認めない。髄膜刺激症候は陰性。血液所見と血液生化学所見とに異常を認めない。脳脊髄液所見：初圧270mmH2O（基準70〜170）、細胞数58/mm3（基準0〜2）（単核球100％）、蛋白210mg/dL（基準15〜45）、糖72mg/dL（同時血糖118mg/dL）。脳脊髄液の検査項目で追加すべきなのはどれか。
タウ蛋白 | TPHA反応 | β-D-グルカン | JCウイルス抗体 | オリゴクローナルバンド"
112A59,"60歳の男性。動悸を主訴に来院した。以前から時々脈が欠けるのを自覚していたが、症状が強くないので様子をみていた。2日前に熱めの湯船につかったところ、いつもとは違う持続する動悸を自覚した。動悸は突然始まり、脈を確認すると規則的ではなくバラバラに乱れて速く打つ感じだったという。洗い場の座椅子で休んでいたところ、約2分で症状は改善した。めまいや冷汗、眼前暗黒感などの症状は伴わなかった。このような症状は初めてで、その後繰り返すことはなかったが、家族が心配したため受診した。既往歴に特記すべきことはない。体温36.6℃。脈拍68/分、整。血圧142/88mmHg。呼吸数16/分。SpO2 98 ％ （room air）。心音と呼吸音とに異常を認めない。入浴時に生じた動悸の原因として最も可能性が高いのはどれか。
心室頻拍 | 心室細動 | 上室性期外収縮 | 発作性心房細動 | 発作性上室性頻拍"
112A6,"睡眠について正しいのはどれか。
夢を体験するのは浅いノンレム睡眠の時期である。 | 深いノンレム睡眠は朝方に向けて減少する。 | レム睡眠は緩徐な眼球運動が特徴である。 | 乳幼児ではレム睡眠が成人より少ない。 | 総睡眠時間は青年期以降一定である。"
112A63,"57歳の男性。食欲不振と肝機能障害のために入院中である。20歳台から連日日本酒3合を飲んでいたが、仕事に支障をきたすことはなかった。3年前から飲酒量がさらに増加し、毎日5合以上飲むようになった。1週間前から全身倦怠感を自覚し、仕事を休み始めた。それでも飲酒を続けていたが、3日前に著しい食欲不振で食事を摂れなくなったため外来受診し、血液検査で肝機能障害が認められて入院することになった。入院時から夜間不眠があり、入院2日目から落ち着きなく歩き回り、夜間には「動物が壁を這っている」と訴えて不穏になった。このとき手指の粗大な振戦および著明な発汗がみられ、自分が入院していることが分からない様子であった。入院時の頭部CTで異常を認めなかった。まず投与すべき薬剤として適切なのはどれか。2つ選べ。
抗酒薬 | ジアゼパム | ビタミンB群 | イミプラミン | レボドパ〈L-dopa〉"
112A65,"68歳の女性。4回経産婦。外陰部の腫瘤感と歩行困難とを主訴に来院した。5年前から夕方に膣入口部に径3cmの硬い腫瘤を触れるようになり指で還納していた。1年前から還納しにくくなり、歩行に支障をきたすようになった。身長150cm、体重58kg。体温36.5℃。脈拍72/分、整。血圧134/88mmHg。呼吸数18/分。腹部は軽度膨満、軟で、腫瘤を触知しない。腹部超音波検査で子宮体部に異常を認めないが、子宮頸部は6cmに延長している。いきみによって、子宮膣部は下降して膣外に達する。血液生化学所見に異常を認めない。対応として適切なのはどれか。2つ選べ。
手術 | 放射線照射 | ペッサリー挿入 | 抗コリン薬投与 | 自己還納法指導"
112A68,"35歳の女性。職場の健康診断で肝機能検査の異常を指摘されて来院した。自覚症状はない。昨年も同様の指摘をされたがそのままにしていた。飲酒は機会飲酒。常用薬はなく、自然食品やサプリメントも服用していない。身長163cm、体重56kg。体温36.3℃。脈拍56/分、整。血圧116/62mmHg。眼瞼結膜と眼球結膜とに異常を認めない。腹部は平坦、軟で、肝・脾を触知しない。圧痛を認めない。下肢に浮腫を認めない。血液所見：赤血球325万、Hb 12.0g/dL、Ht 32％、白血球5,300、血小板27万、PT-INR 1.0（基準0.9〜1.1）。血液生化学所見：総蛋白7.0g/dL、アルブミン4.3g/dL、総ビリルビン0.7mg/dL、AST 36U/L、ALT 42U/L、ALP 852U/L（基準115〜359）、γ-GTP 542U/L（基準8〜50）、空腹時血糖85mg/dL、HbA1c 5.4％（基準4.6〜6.2）、総コレステロール254mg/dL、トリグリセリド95mg/dL。HBs抗原陰性、HCV抗体陰性。考えられるのはどれか。2つ選べ。
急性胆管炎 | 自己免疫性肝炎 | 原発性硬化性胆管炎 | 原発性胆汁性胆管炎 | 非アルコール性脂肪性肝炎"
112A7,"羊水塞栓症について正しいのはどれか。
破水前の時期に多い。 | 母体の予後は良好である。 | 母体の下腹部は板状硬となる。 | 播種性血管内凝固〈DIC〉を伴う。 | 妊娠高血圧症候群に合併しやすい。"
112A72,"82歳の女性。筋肉痛を主訴に来院した。2週間前の朝に、急に頸部、肩甲部、腰部、殿部および大腿部に筋肉痛とこわばりを自覚し、起き上がりが困難になり、症状が持続するため受診した。意識は清明。体温37.8℃。脈拍84/分、整。血圧148/86mmHg。尿所見：蛋白（-）、潜血（-）。赤沈110mm/1時間。血液所見：赤血球312万、Hb 9.8g/dL、Ht 30％、白血球10,200、血小板43万。血液生化学所見：総蛋白5.9g/dL、AST 29U/L、ALT 28U/L、LD 321U/L（基準176〜353）、CK 38U/L（基準30〜140）、尿素窒素18mg/dL、クレアチニン0.7mg/dL。免疫血清学所見：CRP 15mg/dL、リウマトイド因子〈RF〉陰性、抗核抗体陰性。この患者で注意すべき合併症を示唆する症状はどれか。2つ選べ。
複視 | 盗汗 | 頭痛 | 網状皮斑 | Raynaud現象"
112A74,"32歳の女性。乾性咳嗽を主訴に来院した。5年前から毎年、2月から5月までの間に乾性咳嗽を自覚していたが、今年も2月から同様の症状が出現したため受診した。アレルギー性鼻炎の既往がある。喫煙歴はない。体温36.8℃。脈拍72/分、整。血圧120/60mmHg。呼吸数16/分。SpO2 99％（room air）。呼吸音に異常を認めない。胸部エックス線写真で異常を認めない。次に行うべき検査として適切なのはどれか。2つ選べ。
胸部CT | 気管支鏡検査 | 動脈血ガス分析 | スパイロメトリ | 喀痰中好酸球比率算定"
112A75,"24歳の女性。発熱と左下腿の浮腫とを主訴に来院した。1年前から海水浴やスキーに行った際に顔面の紅斑が出現した。1か月前から37℃台の発熱と顔面紅斑が持続し、1週間前から左下腿の浮腫を自覚したため受診した。体温37.5℃。脈拍80/分、整。血圧124/76mmHg。呼吸数12/分。SpO2 98 ％ （room air）。頰部と爪周囲とに紅斑を認める。心音と呼吸音とに異常を認めない。両手関節と肘関節とに圧痛を認める。左下腿部の腫脹と把握痛とを認める。尿所見：蛋白（±）、潜血1＋、沈渣に赤血球5〜10/1視野、白血球1〜4/1視野、細胞円柱を認めない。血液所見：赤血球330万、Hb 10.5g/dL、Ht 32％、白血球3,200（桿状核好中球20 ％、分葉核好中球45％、好酸球2％、好塩基球1％、単球3％、リンパ球29％）、血小板12万、PT-INR 1.1（基準0.9〜1.1）、APTT 44.5秒（基準対照32.2）、Dダイマー6.5μg/mL（基準1.0以下）。血液生化学所見：総蛋白7.4g/dL、アルブミン4.0g/dL、CK 52U/L（基準30〜140）、尿素窒素16mg/dL、クレアチニン0.6mg/dL。免疫血清学所見：CRP 0.2mg/dL、リウマトイド因子〈RF〉陰性、抗核抗体2,560倍（基準20以下）、抗dsDNA抗体107IU/mL（基準12以下）、CH50 17U/mL（基準30〜40）、C3 32mg/dL（基準52〜112）、C4 7mg/dL（基準16〜51）。心電図、胸部エックス線写真および心エコー検査で異常を認めない。次に行うべき検査はどれか。2つ選べ。
腎生検 | 下肢の筋生検 | 抗Jo-1抗体測定 | 下肢静脈超音波検査 | 抗カルジオリピン抗体測定"
112A8,"無症候性骨転移を伴う前立腺癌にまず行う治療はどれか。
PDE 5〈phosphodiesterase 5〉阻害薬投与 | 抗癌化学療法 | ホルモン療法 | 経尿道的レーザー前立腺切除術 | ロボット支援腹腔鏡下前立腺全摘除術"
112A9,"粘液水腫性昏睡について正しいのはどれか。
男性に多い。 | 夏季に多い。 | 橋本脳症とも呼ばれる。 | 治療において甲状腺ホルモンの投与は必須ではない。 | 基礎にある甲状腺疾患に他の要因が重層して起こる。"
112B1,"標準予防策〈standard precautions〉について正しいのはどれか。
患者を隔離する。 | 医療者の手指衛生を徹底する。 | 感染症と診断してから開始する。 | 感染症の治療が済んだら終了する。 | 特定の感染症への対策として実施する。"
112B10,"介入研究はどれか。
横断研究 | コホート研究 | 症例対照研究 | ケースシリーズ研究 | ランダム化比較試験〈RCT〉"
112B11,"酸素投与法、酸素流量と想定される吸入酸素濃度の組合せで正しいのはどれか。
鼻カニューラ2L/分 --------- 20％ | 鼻カニューラ4L/分 --------- 50％ | マスク6L/分 --------- 80％ | リザーバー付きマスク7L/分 --------- 50％ | リザーバー付きマスク10L/分 --------- 90％以上"
112B12,"大動脈解離による腰背部痛の特徴はどれか。
突然の発症 | 数日間の高熱の先行 | 前屈での痛みの軽減 | 圧迫による痛みの軽減 | 呼吸による痛みの強さの変動"
112B13,"急性副鼻腔炎の症状のうち、緊急手術の必要性を示唆するのはどれか。
鼻閉 | 頰部痛 | 膿性鼻汁 | 視力低下 | 嗅覚低下"
112B14,"散瞳して行う検査はどれか。
視野検査 | 調節検査 | 隅角検査 | 両眼視機能検査 | 蛍光眼底造影検査"
112B15,"咳嗽を伴うことが少ないのはどれか。
気管支喘息 | 細菌性肺炎 | 過換気症候群 | 慢性気管支炎 | 特発性肺線維症〈IPF〉"
112B16,"患者中心の医療を実践するにあたり適切でないのはどれか。
患者の意向の確認 | 患者の感情への配慮 | 患者との対立の解消 | 患者からの質問の制止 | 患者とのパートナーシップ"
112B17,"感度80％、特異度60％の検査の陽性尤度比はどれか。
0.3 | 0.5 | 1.3 | 2.0 | 4.8"
112B18,"介護保険の要介護認定の申請先はどれか。
保健所 | 市区町村 | 地域医療拠点病院 | 在宅療養支援診療所 | 社会福祉事務所"
112B2,"院内の医療安全を推進する上で誤っているのはどれか。
医療安全に関する研修を行う。 | ヒヤリハット事例の検討を行う。 | 誰でも間違う可能性があることを理解する。 | 薬液を使用する際に声出し指差し確認を遵守する。 | 医療事故調査を行う目的は責任を追及するためである。"
112B20,"医師の職業倫理に反するのはどれか。
講演会に出席して新薬の説明を受ける。 | 手術成績の良い外科医に患者を紹介する。 | 病院経営改善を目的として検査の件数を増やす。 | 医療機器メーカー主催の医療機器講習会に参加する。 | 治験薬剤の適応に合致する患者に治験への参加を提案する。"
112B21,"慢性腎炎症候群のうち最も頻度が高いのはどれか。
IgA腎症 | 膜性腎症 | 膜性増殖性糸球体腎炎 | 巣状分節性糸球体硬化症 | 基底膜菲薄化症候群〈良性家族性血尿〉"
112B22,"検査前確率〈事前確率〉が変わると変化するのはどれか。
感度 | 特異度 | 適中度〈的中度〉 | 偽陰性率 | ROC曲線"
112B23,"治験審査委員会・倫理審査委員会〈IRB〉が行うのはどれか。
研究の効果判定 | 研究の資金調達 | 介入研究の比較群の割付 | 研究の科学的妥当性の評価 | 被験者への説明と同意の取得"
112B24,"妊娠初期の性器出血の原因として正しいのはどれか。
子宮破裂 | 前置胎盤 | 癒着胎盤 | 絨毛膜下血腫 | 常位胎盤早期剥離"
112B25,"8か月の乳児。今朝からの発熱を主訴に母親に連れられて休日診療所に来院した。①体をさすると開眼するが、②すぐに寝てしまう。③皮膚色はピンク色で④ツルゴールは軽度低下している。⑤口唇の乾燥は軽度である。この児において、重篤な疾患を疑う所見は下線のどれか。
① | ② | ③ | ④ | ⑤"
112B26,"86歳の男性。誤嚥性肺炎のために1週間入院し、経過は順調である。入院前から高血圧症で薬物療法を受けているが、それ以外の基礎疾患はない。認知機能は問題ない。日常生活動作は介助を必要としないが、筋力低下によって歩行が不安定で屋外は見守りが必要である。入院中はきざみ食にとろみをつけて提供し、嚥下訓練を施している。要介護度は要支援2である。82歳の妻と2人暮らしだが、息子夫婦が隣接する市に住んでおり入院前から週に2、3回は様子を見に通っていた。自宅への退院にあたり必要なのはどれか。
胃瘻の造設 | 家族への調理指導 | 家族への排泄介助の指導 | 訪問入浴介護サービスの手配 | 訪問診療による末梢静脈栄養療法"
