item_id,content
10,[アイデア生成] 神奈川在住のシニア世代向けの保険マーケティングキャンペーンを作成しています。アイディアを洗い出してください。
11,"[アイデア生成] メタバース上での大規模なビジネス交流会を企画したいと考えています。
企画内容について思いつく限り挙げてください。"
12,"[アイデア生成] 大学で留学生に向けて日本の伝統文化を伝えるイベントを開催したいと考えています。
イベントをどのようにしたら成功に導けるか、方法を提案してください。"
13,"[アイデア生成] 保育園で園児にどうやって赤ちゃんが生まれるのかと質問されました。
どうやって答えたらうまく伝えることができるかアイデアを出してください。"
14,"[アイデア生成] 友達と自然を楽しんだり温泉に入ったりしてのんびりするような旅行がしたいと考えています。
旅行先とその具体的なプランについて案を出してください。"
15,"[Function calling] あなたは以下のツールを使うことができます。
[
    {
        ""type"":""function"",
        ""function"": {
            ""name"": ""switch_airconditioner"",
            ""description"": ""エアコンの電源をスイッチします。"",
            ""parameters"": {
                ""type"": ""object"",
                ""properties"": {
                    ""switch"": {
                        ""type"": ""boolean"",
                        ""description"": ""オンの場合はtrue,オフの場合はfalse""
                    },
                    ""temperature"": {
                        ""type"": ""integer"",
                        ""description"": ""エアコンの設定温度を整数で""
                    },
                },
                ""required"": [""switch"", ""degree""]
            }
          }
    },
    {
        ""type"":""function"",
        ""function"": {
            ""name"": ""switch_heater"",
            ""description"": ""ヒーターの電源をスイッチします。"",
            ""parameters"": {
                ""type"": ""object"",
                ""properties"": {
                    ""switch"": {
                        ""type"": ""boolean"",
                        ""description"": ""オンの場合はtrue,オフの場合はfalse""
                    },
                    ""temperature"": {
                        ""type"": ""integer"",
                        ""description"": ""ヒーターの設定温度を整数で""
                    },
                },
                ""required"": [""switch"", ""degree""]
            }
          }
    },
    {
        ""type"":""function"",
        ""function"": {
            ""name"": ""switch_lamp"",
            ""description"": ""照明のスイッチをオン・オフします。"",
            ""parameters"": {
                ""type"": ""object"",
                ""properties"": {
                    ""switch"": {
                        ""type"": ""boolean"",
                        ""description"": ""オンの場合はtrue,オフの場合はfalse""
                    }
                },
                ""required"": [""switch""]
            }
          }
    }
]
この時以下の発言に対してJSON形式で使用できる関数およびその引数を""name""及び""properties""にそれぞれ格納して出力してください。
### 発言
ああ、今日は暑すぎて汗が止まらないよ"
16,"[Function calling] あなたは以下のツールを使うことができます。
[
    {
        ""type"":""function"",
        ""function"": {
            ""name"": ""get_email_address"",
            ""description"": ""メールアドレスを検索、取得"",
            ""parameters"": {
                ""type"": ""object"",
                ""properties"": {
                    ""name"": {
                        ""type"": ""string"",
                        ""description"": ""メールアドレスを調べたい人の名前""
                    },
                },
                ""required"": [""name""]
            }
          }
    },
    {
        ""type"":""function"",
        ""function"": {
            ""name"": ""auto_message"",
            ""description"": ""状況にあったメール文を作成、送信する"",
            ""parameters"": {
                ""type"": ""object"",
                ""properties"": {
                    ""address"": {
                        ""type"": ""string"",
                        ""description"": ""宛先のメールアドレス""
                    },
                    ""situation"": {
                        ""type"": ""string"",
                        ""description"": ""送りたいメールの内容""
                    },
                },
                ""required"": [""address"", ""situation""]
            }
          }
    }
]
この時以下の発言に対してJSON形式で使用できる関数およびその引数を""name""及び""properties""にそれぞれ格納して出力してください。また複数関数を順番に実行する必要がある場合は順番がわかるようにまとめてJSONに格納してください。
### 発言
田中さんに遅刻する旨のメールが送信したい。"
17,"[Function calling] あなたは以下のツールを使うことができます。
[
    {
        ""type"":""function"",
        ""function"": {
            ""name"": ""get_email_address"",
            ""description"": ""メールアドレスを検索、取得"",
            ""parameters"": {
                ""type"": ""object"",
                ""properties"": {
                    ""name"": {
                        ""type"": ""string"",
                        ""description"": ""メールアドレスを調べたい人の名前""
                    },
                },
                ""required"": [""name""]
            }
          }
    },
    {
        ""type"":""function"",
        ""function"": {
            ""name"": ""auto_message"",
            ""description"": ""状況にあったメール文を作成、送信する"",
            ""parameters"": {
                ""type"": ""object"",
                ""properties"": {
                    ""address"": {
                        ""type"": ""string"",
                        ""description"": ""宛先のメールアドレス""
                    },
                    ""situation"": {
                        ""type"": ""string"",
                        ""description"": ""送りたいメールの内容""
                    },
                },
                ""required"": [""address"", ""situation""]
            }
          }
    }
]
この時以下の発言に対してJSON形式で使用できる関数およびその引数を""name""及び""properties""にそれぞれ格納して出力してください。また複数関数を順番に実行する必要がある場合は順番がわかるようにまとめてJSONに格納してください。
### 発言
xxxooo@example.com宛に新しい製品紹介のメールを送信したい。"
18,"[Function calling] あなたは以下のツールを使うことができます。
[
    {
        ""type"":""function"",
        ""function"": {
            ""name"": ""get_email_address"",
            ""description"": ""メールアドレスを検索、取得"",
            ""parameters"": {
                ""type"": ""object"",
                ""properties"": {
                    ""name"": {
                        ""type"": ""string"",
                        ""description"": ""メールアドレスを調べたい人の名前""
                    },
                },
                ""required"": [""name""]
            }
          }
    },
    {
        ""type"":""function"",
        ""function"": {
            ""name"": ""search_files"",
            ""description"": ""社内の文書の検索を行う"",
            ""parameters"": {
                ""type"": ""object"",
                ""properties"": {
                    ""keyword"": {
                        ""type"": ""string"",
                        ""description"": ""調べたい内容のキーワード""
                    },
                },
                ""required"": [""keyword""]
            }
          }
    },
    {
        ""type"":""function"",
        ""function"": {
            ""name"": ""auto_message"",
            ""description"": ""状況にあったメール文を作成、送信する"",
            ""parameters"": {
                ""type"": ""object"",
                ""properties"": {
                    ""address"": {
                        ""type"": ""string"",
                        ""description"": ""宛先のメールアドレス""
                    },
                    ""contents"": {
                        ""type"": ""string"",
                        ""description"": ""送りたいメールの内容""
                    },
                },
                ""required"": [""address"", ""contents""]
            }
          }
    }
]
この時以下の発言に対してJSON形式で使用できる関数およびその引数を""name""及び""properties""にそれぞれ格納して出力してください。また複数関数を順番に実行する必要がある場合は順番がわかるようにまとめてJSONに格納してください。
### 発言
xxxooo@example.com宛に新しい""△△""という製品について詳しく紹介するメールを送信したい。"
19,"[Function calling] あなたは以下のツールを使うことができます。
[
    {
        ""type"":""function"",
        ""function"": {
            ""name"": ""get_stock_symbol"",
            ""description"": ""会社名から株取引市場でのシンボルを取得する"",
            ""parameters"": {
                ""type"": ""object"",
                ""properties"": {
                    ""company_name"": {
                        ""type"": ""string"",
                        ""description"": ""会社名""
                    },
                },
                ""required"": [""company_name""]
            }
          }
    },
    {
        ""type"":""function"",
        ""function"": {
            ""name"": ""search_company"",
            ""description"": ""該当する会社名の検索を行う"",
            ""parameters"": {
                ""type"": ""object"",
                ""properties"": {
                    ""keyword"": {
                        ""type"": ""string"",
                        ""description"": ""調べたい内容のキーワード""
                    },
                    ""name"": {
                        ""type"": ""string"",
                        ""description"": ""会社名""
                    },
                },
                ""required"": []
            }
          }
    },
    {
        ""type"":""function"",
        ""function"": {
            ""name"": ""get_stock_price"",
            ""description"": ""特定の会社の株価情報を取得"",
            ""parameters"": {
                ""type"": ""object"",
                ""properties"": {
                    ""symbol"": {
                        ""type"": ""string"",
                        ""description"": ""株取引市場における会社のシンボル""
                    },
                },
                ""required"": [""symbol""]
            }
          }
    }
]
この時以下の発言に対してJSON形式で使用できる関数およびその引数を""name""及び""properties""にそれぞれ格納して出力してください。また複数関数を順番に実行する必要がある場合は順番がわかるようにまとめてJSONに格納してください。
### 発言
医療関係の会社の株価を比べて分析したい。"
20,"[長い文書要約（千トークン以上）] 以下の文書を要約してください。
### 文書
第一条　この法律は、情報通信技術の進展に伴い取引デジタルプラットフォームが国民の消費生活にとって重要な基盤となっていることに鑑み、取引デジタルプラットフォーム提供者による消費者の利益の保護に資する自主的な取組の促進、内閣総理大臣による取引デジタルプラットフォームの利用の停止等に係る要請及び消費者による販売業者等情報の開示の請求に係る措置並びに官民協議会の設置について定めることにより、取引デジタルプラットフォームを利用して行われる通信販売（特定商取引に関する法律（昭和五十一年法律第五十七号）第二条第二項に規定する通信販売をいう。以下同じ。）に係る取引の適正化及び紛争の解決の促進に関し取引デジタルプラットフォーム提供者の協力を確保し、もって取引デジタルプラットフォームを利用する消費者の利益を保護することを目的とする。
（定義）
第二条　この法律において「取引デジタルプラットフォーム」とは、特定デジタルプラットフォームの透明性及び公正性の向上に関する法律（令和二年法律第三十八号）第二条第一項に規定するデジタルプラットフォームのうち、当該デジタルプラットフォームにより提供される場が次の各号のいずれかの機能を有するものをいう。
一　当該デジタルプラットフォームを利用する消費者が、その使用に係る電子計算機の映像面に表示される手続に従って当該電子計算機を用いて送信することによって、販売業者等に対し、通信販売に係る売買契約又は役務を有償で提供する契約（以下「役務提供契約」という。）の申込みの意思表示を行うことができる機能
二　当該デジタルプラットフォームを利用する消費者が、その使用に係る電子計算機の映像面に表示される手続に従って当該電子計算機を用いて送信することによって、競りその他の政令で定める方法により販売業者等の通信販売に係る売買契約又は役務提供契約の相手方となるべき消費者を決定する手続に参加することができる機能（前号に該当するものを除く。）
２　この法律において「取引デジタルプラットフォーム提供者」とは、事業として、取引デジタルプラットフォームを単独で又は共同して提供する者をいう。
３　この法律において「消費者」とは、個人（商業、工業、金融業その他の事業を行う場合におけるものを除く。）をいう。
４　この法律において「販売業者等」とは、販売業者又は役務の提供の事業を営む者（自らが提供する取引デジタルプラットフォームを利用して商品若しくは特定権利（特定商取引に関する法律第二条第四項に規定する特定権利をいう。次条第一項第二号及び第四条第一項において同じ。）の販売又は役務の提供を行う場合におけるものを除く。）をいう。"
21,"[長い文書要約（千トークン以上）] 以下の文書を要約してください。
### 文書
私が保険会社で働いていることを知っている人から、「目の前にいる人がいつ死亡するかもわからないのに、死亡保険なんてどうして成り立つのか？」と聞かれたことがあります。予測できないことなのに、なぜ保険金の支払を約束できるのか、という問いです。

たしかに、目の前の人がいつ死亡するか、わかるはずはありませんが、死亡保険が成り立つには、そのようなことを知る必要はありません。

生命保険は、一定数の集団（被保険者の集団）が存在することが前提となっています。
その集団のうちの「誰が死亡するか」ということは問題ではなく、その集団のうちの「何人が死亡するか」をある程度予測できれば、死亡保険は成立します。

保険は大数の法則を基に成り立っているとよく言われます。
「大数の法則」とは、数学の定理のひとつで、母集団の数が増えれば増えるほど、ある事柄（死亡保険の場合は死亡）の発生する割合は、 一定の値に近づき、その値は事柄の発生する確率に等しい。というものです。

たとえば、死亡率が1000分の1の集団があったとします。
この集団の人数が、仮に1000人だったとすると、死亡する人数の期待値は1人ということになりますが、実際には、2人死亡するかも知れないし、誰も死なないかもしれません。
前者の場合、死亡した人の割合は死亡率の倍の1000分の2で、後者の場合はゼロです。
どちらも死亡率には一致しません。死亡者が1人のときだけ、割合が確率に一致します。

この集団が100万人になると死亡者の期待値は1000人になります。
ここまで人数が増えると死亡者が増えても減っても、その差はせいぜい数十人くらいにとどまり、よっぽどのことがない限り、実際の死亡者が倍の2000人になったり、ゼロだったりすることはないでしょう。つまり、人数が増えることによって、死亡する割合が死亡率である1000分の1に近づいていくことがわかります。

逆に死亡率がわからないときでも、この大数の法則を利用すれば、死亡率を推定することができます。これが、保険は大数の法則を基に成り立っていると言われる理由です。

ところで、この「大数の法則」が成り立つには、いくつかの条件があります。
(1) そもそも「死亡という事象」に確率があること
(2) その集団内のどのメンバーも死亡する「確率」が等しい
(3) あるメンバーの死亡と別のメンバーの死亡との間に何の関係もない（独立している）

(1)については、そもそも「確率とは何ぞや」という哲学的な問いに発展してしまいそうですが、とりあえずは、（生命保険の歴史からみて）経験的に成り立っているのだ、というしかないと思います。

(2)の条件については、年齢・性別ごとの死亡率を使用している上に、なるべく健康状態等の条件が均質になるように選択を行うことによって成立しているとみなされます。

(3)は、伝染病や地震などの災害の場合は成り立たなくなってしまいますが、そういった場合を除けば、赤の他人同士の死亡には何の関係もないと思って問題ないでしょう。

ちなみに、「集団の規模がどれくらいになれば、大数の法則が働くのか？」というようなことをしばしば聞かれます。数学の定理が「働く」というのは、不思議な言葉の使い方です。この「大数の法則が働く」というのは、「集団の規模が大きくなれば、その割合は一定値に近いところに落ち着く（ばらつきが減る）」くらいの意味に使われていて、すでに慣用化してしまっているようです。
もっとも、（投資の話でよく出てくる）「分散効果」が効いていると言っても同じはずなんですが。"
22,"[長い文書要約（千トークン以上）] 以下の文書を要約してください。
### 文書
ポーリン・ボスは，親密な関係において経験される 喪失のうち，存在と不在をめぐる不確実性が伴う喪失 であるあいまいな喪失に焦点をあて，自身の調査研究 やセラピストとしての実践経験をふまえながら議論し ている(Boss, 2005/1999, 2002a, 2015/2006, 2011)1)。  あいまいな喪失に関する議論は，ニューヨーク世界 貿易センタービルテロ事件の被害者家族支援の理論的 枠組みとなり(Boss, 2002b)，東日本大震災被災者支援 においても早くから着目されてきた経緯 2)がある。 親密な関係にある人の遺体が発見されない場合も少な くなく，家族は親密な関係にある人をいわば生と死の〈あいだ〉に置きながら，複雑化した悲嘆に向き合わ なければならないのである。  本論では，ボスが提唱した「あいまいな喪失」概念 に関する議論を俯瞰したうえで，あいまいな喪失を生 と死の〈あいだ〉をめぐる事象と位置づけながら議論 することとしよう。後述するように，あいまいな喪失 には，身体的に存在しているが心理的に不在であるタ イプと身体的には不在であるが心理的には存在してい るタイプに大別されるが，本論では，主として後者の タイプのあいまいな喪失に着目することとなる。  さて，「なぜわれわれはあいまいな喪失を受け入れ ることに困難を覚えるのか」という議論は，澤井が「死の諸次元」を設定する中で導出した「社会的死」 という視点(澤井，2005)3)を取り入れることではじ めて可能となる(水津，2015)。既に述べたように，本 論で主に焦点化するのは，遺体が発見されていないあ いまいな喪失である。このような喪失の場合，「死の 肉体的側面」についての確証が得られないため，一般 にその延長線上に位置しやすい「法的死」「儀礼的な 死」も容易には準備され難いことが考えられる。この ような状況下において，家族という社会関係の中で， あいまいな喪失は如何なる経験をもたらすのか注意深 く問う必要があるだろう。  また，近代化の進展や家族・地域社会の変容に伴 い，死別に伴う悲嘆が，社会的文脈から切り離され， 個人の心の問題として精神医学や心理学の管理下にお かれる事態がより，顕在化・常態化しているとする議 論(澤井，2005; 澤井・有末，2015)がある。こうした 事態との関わりをふまえた場合，ボスは，「明確な喪 失」とは異なる「あいまいな喪失」にかかわるセラピ ストや研究者がどのようなことに留意する必要がある としているのだろうか。この問題を，あいまいな喪失 を経験している人々とセラピスト・研究者との〈あい だ〉に関わることとして検討していくこととしたい。"
23,"[長い文書要約（千トークン以上）] 以下の文書を要約してください。
### 文書
2000 年の建築基準法改正に伴い性能的手法に基づ く避難安全検証手法が導入され，仕様規準に縛られな い設計を行うことが可能となった.しかし，現在の避 難安全検証手法では，排煙設備や防火設備は必ず作動 する確定論的なシナリオで評価をするが，自動消火設 備の効果は考慮しないのが一般的である.また，居室・ 階・全館と避難フェーズが進むにつれ，避難者の合流 や滞留，避難開始の遅れなど配慮すべき項目が複雑に なり，潜在的な危険性が高くなることが考えられるが，すべて一律のクライテリアの下で評価される傾向があ る.そのため，居室避難に多くの検証作業の時間を費 やす一方で，避難上重要な階避難や全館避難の検証が 疎かになる傾向があり，防火対策の重点が偏る場面が 見られる.この原因の 1 つとして現在の検証手法に火 災リスク(出火率や防災設備の作動率，避難不能者数 など)の観点が欠けていることが挙げられる.従来の 仕様規準では小規模な建物に対する規制は緩やかに， 大規模な建物は複数の対策が要求されるように(例え ば 3 階建て以上の物販店舗における階段幅はより厳し く制限されているなど)，経験的ながらも火災リスク に対する配慮が影響していたと考えられる.  そこで筆者らは，火災リスクの概念を採り入れた新 たな避難安全設計法(以後，リスクベース設計法とい う)を導入することで潜在的な危険性の大小に応じて 火災安全対策を講じることが可能な枠組みの構築を目 指している 1)~4).このリスクベース設計法では，出火 後に拡大する火災(以降，成長火災注 1 という)を対象としている.一方で，火災が小火に留まった要因を把握することは，初期消火対策に貢献する可能性があることから，防火対策上の意義がある.また，各用途の出火率や小火に至った火災の割合を定量的に把握することは，リスクベース設計法に応用することが出来るといった展望もある.
 そこで本報では，1995 年~2008 年の統計データを 用いて，建物用途別の小火特性について把握すること を目的とした.なお出火率や小火の要因は，使われ方， 出火原因や発火源，着火物，内装等の影響が考えられ る.このような出火率や小火の要因に関する一連の分 析は，今後検討する予定である."
24,"[長い文書要約（千トークン以上）] 以下の文書を要約してください。
### 文書
1980年 代,不 登校問題の増加 により,フ リースクー ルを始め とした学校外の 「居場所」が注目され始 め,
1992年 には,文 部省学校不適応対策調査研究協力者会 議が「登校拒否(不登校)問題について-児 童生徒の 『心 の居場所』づ くりを目指 して-」 という報告 を出 し, 学校内での「心の居場所」づくりの必要性が指摘され
るに至 った。 これにより,子 どもの 「居場所」づ くり が学校の内外で盛んになり,実 践報告も数多 く出され る よ う に な る(例 えば小野,1993;小 野,1994;高 橋,1994)。 さらに,2003年 には文部科学省生涯学習政策局生涯学 習推進課が 「子どもの居場所づくり新プラン 地域子 ども教室推進事業」により,「3ヵ 年計画で計画的 に子 どもたちの居場所 を用意する」 ことを発表 した。 この ように,子 どもの 「居場所」への関心は,「 居場所」が ないことへの注 目から,「 居場所」を作 るという動 きに 進展 しつつある といえる。しか し,子 どもの「居場 所」 その もの を研究対象 として分析 した ものは,現 在 まだ 少ない状況であり,課 題も多い。
まず,「 居場所」 という言葉 の定義 についてであ る
が,い まだ確立 しているとはいえない。「居場所」の本
来 の意 味 は,「 そ の人 のい る場 所 」(三省堂現代国語辞典, 1998)となってお り,人 がいる場所 という物理的な意味
である。 しか し,先 行研究や関連書籍の中では,文 部
省の 「児童生徒が存在感を実感することができ,精 神的 に安 心 してい る ことので きる場 所」(田 中,1992)と い う定義 に もあるように,「安心 して身を置 くことのでき る場所」(上野,1992),「 自己存在感が得 られ る場所」(坂 本,1993)と い う心理的な意味が含 まれているものが多 い。つまり,現 代においての 「居場所」という言葉に は,単 に人がいる所 という物理的な意味だ けではな く, 心理的側面が含まれているといえる。 しか し,こ の心 理的な側面を含めた 「居場所」の定義は,い まだ統一 してお らず,ま た,こ れ まで使用 されている定義 も実 証的なデータに基づいた定義ではないとい う問題点 を 有している。
では,そ のような中で 「居場所」研究は,ど のよう に行われ てきたのであろうか。 これまでの 「居場所」 研究は,大 き く2つ のアプローチに分けられる。まず 1つ 目のアプローチは,実 際 にいる場所 を調査分析す
る方法で ある。このアプローチによる研究手法 は,地 理学の分野で,手 書 き地図など,独 自の方法 による研 究が進 め られ て いる(例 えば,岩 本,1981;大 西,1998)。 し かし,地 理学における 「居場所」研究の概観を行った 寺本(2003)は,こ れ までの研 究 は,「 居 場所 」とい う よ
りは,子 どもの生活空間全体 を,知 覚環境 という視点 から,研 究 しているものが多い と指摘 している。また,
海外 の研 究 も,Hart(1979)の 実証 研究 を始 め として, 地理学的 アプローチが主流 となっているが,日 本で現 在使用 され ているような,心 理的側面を含めた意味で の「居場所」は,言 葉の概念自体がないために,研 究 は行 われ て いな い状 態で あ る。心 理 ・教 育学 分野 にお いては,「 居場所」への注 目とともに,1990年 代後半以降,研 究が行われつつある。例えば,学 校を調査対象 とした研究(深 谷 ・永井 ・山田,2001)な どがあ り,心 理 的 な意味を含めない辞書通 りの 「居場所」研究 としては, 意義のあるものである。 しか し,確 かに物理的に居 る 場所ではあるが,「 居場所」とは感 じていないという場 所,例 えば,本 人は行きたくないが仕方なく行ってい る学校な ども含 まれて しまうため,本 人の主観が無視 されることとなる。現代の心理的な意味 を含んだ 「居 場所」を捉えてい くには問題があるアプローチ といえ
る。"
25,"[会話要約] 以下の会話を要約してください。
### 会話
○田野瀬委員長　これより質疑に入ります。
　質疑の申出がありますので、順次これを許します。柚木道義君。
○柚木委員　よろしくお願いします。立憲民主党の柚木道義でございます。
　ＪＡＸＡ法、十項目ぐらい通告させていただいておりますが、先ほど理事会でもちょっと御了解いただいて、この後、連合審査の決議も実はある中で、事実上、一般が二回飛ぶものですから、ちょっと先にそれ以外のところを質疑させていただいて法案に入りますので、よろしくお願いいたします。
　まさに予算委員会でも、この文科委員会所管でもあるオリンピックのまさに官房機密費の問題で、非常に我々は理事会、理事懇の中でも、予算委員会同様に、当時の馳元文科大臣、自民党の推進本部長でいらっしゃったということで、一切もう口をつぐんでしまわれているわけですが、これは機密費といっても税金を使ってのことですから、是非この委員会でも招致させていただいて御説明をいただきたいということを理事会、理事懇の中でも申し上げているところです。
　先にそちらから行きますと、資料の十八ページ目以降を御覧いただきたいんですね。いわゆる「はせ日記」、これが二〇一三年四月の一日に、この十八ページを御覧いただくと、十五時二十分に官邸に行って、そして、菅官房長官に五輪招致本部の活動方針を報告し、御理解をいただくと。その中身のメニューとして五ポツの、思い出アルバム作戦ということなんですね。そして、その次のページを御覧いただきますと、安倍総理も強く望んでいることだから、政府と党が連携をして、しっかりと招致をかち取れるようにお願いしますという、文脈でいえば、当然これは菅官房長官からハッパをかけられたんだと思いますが。
　このやり取りを、これは文科大臣にも通告しているんですが、先に内閣官房の方に。今日、須藤審議官、お越しいただいています。当然、どういうやり取りがあったかということを記録をされていると思いますので、通告しておりますので、明確かつ簡潔に御答弁お願いします。
○須藤政府参考人　お答えいたします。
　内閣官房におきまして確認したところ、当時の事実関係を確認できる資料は残っておりませんでした。
○柚木委員　当時の事実関係を確認できる資料はそろっていない。
　一応、では、文部科学省、文科大臣にも伺いますが、当然、馳本部長は文科省、スポ庁にも報告をしながら進めていて、なおかつ、今回、今、十一月の十八日ですか、私も改めて、要は官房機密費で思い出アルバム作戦、しっかりやったんだ、しかしこれはないしょだぞという発言を拝見しましたが、どういう文脈で見てもこれは事実だなと思って見ておりましたが、当時、どういう報告を文科省、スポ庁にしながら思い出アルバム作戦を進めたのか。
　また、併せて、今般の十一月十八日、機密費で思い出アルバム発言、これ以降のやり取り、これは文科省から何か指摘があって全面撤回というふうに馳氏は言われているわけですから、この二点を簡潔に御答弁をお願いします。
○茂里政府参考人　お答え申し上げます。
　まず、二点いただきました。
　二〇一三年の話でございますが、御指摘の点、当時、こうした内容につきまして文部科学省に対して報告があった、そういう事実は確認されてございません。
　もう一点、今回の馳知事の発言でございます。今月十七日の夜に、スポーツ庁の担当者から、石川県の東京大会招致に関する発言の有無などに関して問合せを行ったところでございます。その際、石川県から、今回の知事の発言は事実誤認であり、全面的に撤回するとの連絡がございました。
　なお、スポーツ庁から発言の撤回を促すような指摘を行ったということはございません。
○柚木委員　微妙に馳氏の発言というのが今の答弁と食い違っていますね。文科省から指摘があって、事実誤認、全面撤回。しかし、今の答弁だと、そういった指摘をした事実はないというのが答弁。ということは、結局、馳さん御本人の中で事実誤認そして全面撤回ということになっているわけですね。スポ庁としてそういう指摘をした事実がないということですからね。
　文部科学大臣、こういう状況ですよ。これは本当に、機密費といえども税金ですから、オリンピック憲章、倫理規程違反、こういったものに使われていいはずもありませんが、今のそれぞれの、内閣官房、当時の菅官房長官への報告、記録が残っていない。そして、スポ庁の今の次長の御答弁でも、要は、指摘した事実はない、事実誤認。
　こうすると、このことを分かるのは誰なんでしょうかね。文科大臣、お分かりになりますか、事実関係。
○盛山国務大臣　先ほどスポーツ庁の方から御答弁申し上げたとおりで、我々の方から石川県側にコンタクトをしておりませんですし、まあコンタクトはしたんですけれども、発言について我々の方から撤回その他の指示をしたということもありませんですし、また石川県側からも、もうこの発言は撤回しておりますのでという表現であります。そしてまた、私どもの方にもそういうようなやり取りについての資料は残っておらないということで、当省としては全く分からないということで御理解賜りたいと思います。"
